row_element,column_element,cooccurrence_count,row_element_count,column_element_count,normalized_pmi
Am,Pr,0,380,3784,-1.0
Am,Pt,2,380,143559,0.0846367040578185
Am,Pu,7,380,577,0.4964730094513607
Am,Ra,0,380,277,-1.0
Am,Rb,1,380,11197,0.18116223464893608
Am,Re,0,380,10228,-1.0
Am,Rf,0,380,5242,-1.0
Am,Rg,0,380,9,-1.0
Am,Rh,0,380,14946,-1.0
Am,Rn,0,380,138,-1.0
Am,Ru,2,380,39255,0.15688495715981943
Am,S,20,380,36318993,-0.10941381444072486
Am,Sb,2,380,19105,0.19700939363826173
Am,Sc,0,380,3525,-1.0
Am,Se,1,380,120337,0.053770477657790784
Am,Sg,0,380,137,-1.0
Am,Si,5,380,1825174,-0.006305301297845426
Am,Sm,1,380,3363,0.24568895446599187
Am,Sn,1,380,109311,0.058925861860920074
Am,Sr,1,380,8295,0.1972558174365085
Am,Ta,0,380,5739,-1.0
Am,Tb,1,380,3117,0.24976407569895764
Am,Tc,0,380,3663,-1.0
Am,Te,0,380,20569,-1.0
Am,Th,1,380,1733,0.2812555029497841
Am,Ti,0,380,77983,-1.0
Am,Tl,0,380,6312,-1.0
Am,Tm,0,380,1275,-1.0
Am,Ts,0,380,3,-1.0
Am,U,10,380,21879,0.30662751177808795
Am,V,0,380,39871,-1.0
Am,W,1,380,44325,0.10734980857988685
Am,Xe,0,380,588,-1.0
Am,Y,59,380,98196,0.36278102496876585
Am,Yb,0,380,3286,-1.0
Am,Zn,2,380,76233,0.11990377112699396
Am,Zr,1,380,106659,0.06024343153376383
Ar,Ac,5,4079,9776,0.1613917430800772
Ar,Ag,8,4079,19086,0.15395465202983688
Ar,Al,34,4079,82361,0.16768494056480007
Ar,Am,0,4079,380,-1.0
Ar,Ar,4079,4079,4079,
Ar,As,4,4079,33552,0.07490150854812996
Ar,At,0,4079,1164,-1.0
Ar,Au,4,4079,18070,0.11076767344707963
Ar,B,299,4079,1315877,0.14971732267223126
Ar,Ba,3,4079,15764,0.10033416940473666
Ar,Be,2,4079,3233,0.16375127408727802
Ar,Bh,0,4079,74,-1.0
Ar,Bi,1,4079,15692,0.035729642979833186
Ar,Bk,0,4079,169,-1.0
Ar,Br,285,4079,8607410,0.0008685726616199022
Ar,C,3635,4079,124377664,-0.010873496539237948
Ar,Ca,13,4079,47081,0.1326390690422675
Ar,Cd,3,4079,7961,0.13927940516466703
Ar,Ce,2,4079,8261,0.11147986507314862
Ar,Cf,0,4079,237,-1.0
Ar,Cl,566,4079,21906474,-0.019246786415786383
Ar,Cm,0,4079,692,-1.0
Ar,Cn,0,4079,7,-1.0
Ar,Co,12,4079,45781,0.1287605977482111
Ar,Cr,3,4079,27069,0.06951312591104057
Ar,Cs,8,4079,12307,0.1804496977174054
Ar,Cu,25,4079,67388,0.15741365857529366
Ar,Db,0,4079,105,-1.0
Ar,Ds,0,4079,11,-1.0
Ar,Dy,0,4079,2319,-1.0
Ar,Er,1,4079,2201,0.1411042705134301
Ar,Es,0,4079,359,-1.0
Ar,Eu,2,4079,5611,0.13303268016863767
Ar,F,569,4079,25344252,-0.03067958387456278
Ar,Fe,36,4079,81651,0.172692638355167
Ar,Fl,0,4079,8,-1.0
Ar,Fm,0,4079,2120,-1.0
Ar,Fr,0,4079,105,-1.0
Ar,Ga,3,4079,11650,0.11757416744483597
Ar,Gd,0,4079,7718,-1.0
Ar,Ge,5,4079,47164,0.06899014026041865
Ar,H,3779,4079,124461855,-0.007244730759813563
Ar,He,29,4079,415,0.5019199992470882
Ar,Hf,1,4079,22172,0.01718515165419031
Ar,Hg,7,4079,15140,0.1585984024634324
Ar,Ho,0,4079,1848,-1.0
Ar,Hs,0,4079,69,-1.0
Ar,I,181,4079,2542800,0.05777744789443172
Ar,In,3,4079,14006,0.10707476821348376
Ar,Ir,13,4079,169603,0.05291624747514164
Ar,K,49,4079,156190,0.1532281319707036
Ar,Kr,20,4079,166,0.5248178297080256
Ar,La,4,4079,8114,0.15717146760222367
Ar,Li,67,4079,117297,0.19805941154139364
Ar,Lr,0,4079,861,-1.0
Ar,Lu,0,4079,2717,-1.0
Ar,Lv,0,4079,5,-1.0
Ar,Mc,0,4079,5,-1.0
Ar,Md,0,4079,96,-1.0
Ar,Mg,26,4079,63053,0.1646872726786441
Ar,Mn,4,4079,30915,0.07964555855732539
Ar,Mo,16,4079,20126,0.20101827723660928
Ar,Mt,0,4079,79,-1.0
Ar,N,2146,4079,110925773,-0.04796031984293491
Ar,Na,101,4079,410484,0.1438071202097323
Ar,Nb,4,4079,6672,0.16851194476863673
Ar,Nd,2,4079,5576,0.13338132611410622
Ar,Ne,23,4079,225,0.5189486981792567
Ar,Nh,0,4079,8,-1.0
Ar,Ni,9,4079,50498,0.1030486941644598
