row_element,column_element,cooccurrence_count,row_element_count,conditional_probability
B,O,15,16,0.9375
B,P,0,16,0.0
B,Pa,0,16,0.0
B,Pb,0,16,0.0
B,Pt,0,16,0.0
B,S,0,16,0.0
B,Se,0,16,0.0
B,Si,0,16,0.0
B,Sr,0,16,0.0
B,Tb,0,16,0.0
B,Tc,0,16,0.0
B,Te,0,16,0.0
B,Th,0,16,0.0
B,V,0,16,0.0
B,Zn,0,16,0.0
Ba,Al,0,1,0.0
Ba,As,0,1,0.0
Ba,B,0,1,0.0
Ba,Ba,1,1,1.0
Ba,Br,0,1,0.0
Ba,C,0,1,0.0
Ba,Ca,0,1,0.0
Ba,Cd,0,1,0.0
Ba,Cl,0,1,0.0
Ba,Co,0,1,0.0
Ba,Cr,0,1,0.0
Ba,Cu,0,1,0.0
Ba,F,0,1,0.0
Ba,Fe,0,1,0.0
Ba,Ge,0,1,0.0
